id,gender,masterCategory,subCategory,articleType,slot,baseColour,season,year,usage,productDisplayName,look
806690001,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Office / Formal,Oz skinny cropped trs,Office / Formal
764416002,Women,Garment Lower body,Skirt,Skirt,bottom,White,Summer,2019,Everyday / Streetwear,Cecilia maxi,Everyday / Streetwear
636588004,Men,Garment Lower body,Shorts,Shorts,bottom,Lilac Purple,Fall,2019,Everyday / Streetwear,Sigge Shorts,Everyday / Streetwear
899088002,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Summer,2019,Everyday / Streetwear,JOE JERSEY ALINE,Everyday / Streetwear
507978001,Women,Garment Lower body,Shorts,Shorts,bottom,Red,Fall,2019,Everyday / Streetwear,Skyler shorts,Everyday / Streetwear
686210001,Women,Garment Lower body,Skirt,Skirt,bottom,Green,Fall,2019,Office / Formal,Rakel,Office / Formal
772711010,Men,Garment Lower body,Shorts,Shorts,bottom,Blue,Summer,2019,Everyday / Streetwear,Jeff Linen Pullon,Everyday / Streetwear
589840001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Fall,2019,Everyday / Streetwear,Dre Day Skirt,Everyday / Streetwear
660213001,Women,Garment Lower body,Skirt,Skirt,bottom,White,Spring,2019,Everyday / Streetwear,Rodeo fringe skirt,Everyday / Streetwear
733404001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Winter,2019,Everyday / Streetwear,Skirt with Belt,Everyday / Streetwear
521846002,Unisex,Garment Lower body,Outdoor trousers,Outdoor trousers,bottom,Black,Fall,2019,Sportswear / Gym,SUSS trousers,Sportswear / Gym
882203002,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Summer,2019,Everyday / Streetwear,KYLIE MIDI SKIRT,Everyday / Streetwear
698794004,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Bea Woven TRS,Everyday / Streetwear
651756002,Unisex,Garment Lower body,Shorts,Shorts,bottom,Grey,Winter,2019,Sportswear / Gym,GRETA Hotpants,Sportswear / Gym
761331001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Spring,2019,Everyday / Streetwear,ED Carla Culottes,Everyday / Streetwear
711416003,Women,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Summer,2019,Office / Formal,Chicken jumpsuit,Office / Formal
750330003,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,&DENIM Skinny HW Ancle Vanessa,Everyday / Streetwear
396135052,Women,Garment Lower body,Shorts,Shorts,bottom,Grey,Fall,2019,Everyday / Streetwear,Glamping,Everyday / Streetwear
583534018,Women,Garment Lower body,Trousers,Trousers,bottom,Pink,Winter,2019,Everyday / Streetwear,Bradley (1),Everyday / Streetwear
867742003,Unisex,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Sportswear / Gym,SUPREME FANCY TIGHTS,Sportswear / Gym
879658001,Men,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Summer,2019,Everyday / Streetwear,Cedar cuffed cargo,Everyday / Streetwear
696562001,Women,Garment Lower body,Skirt,Skirt,bottom,Turquoise,Fall,2019,Everyday / Streetwear,Bonnie TU,Everyday / Streetwear
587108001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Phoenix jumpsuit,Everyday / Streetwear
865799005,Women,Garment Lower body,Trousers,Trousers,bottom,Grey,Summer,2019,Everyday / Streetwear,Pink HW barrel,Everyday / Streetwear
820869001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Everyday / Streetwear,Belinda jumpsuit,Everyday / Streetwear
817554001,Unisex,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Sportswear / Gym,FLORA running HW  tights,Sportswear / Gym
938281001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Fiffi kickflare,Everyday / Streetwear
873592001,Women,Garment Lower body,Shorts,Shorts,bottom,Black,Spring,2019,Everyday / Streetwear,LALEH PLAYSUIT,Everyday / Streetwear
813265001,Women,Garment Lower body,Skirt,Skirt,bottom,Orange,Summer,2019,Everyday / Streetwear,Elena,Everyday / Streetwear
660712002,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,Kaj tapered,Everyday / Streetwear
697495002,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,PE ANNE WIDE DENIM 2,Everyday / Streetwear
730007001,Women,Garment Lower body,Skirt,Skirt,bottom,Blue,Winter,2019,Everyday / Streetwear,ALICIA FANCY S.9,Everyday / Streetwear
721632001,Men,Garment Lower body,Trousers,Trousers,bottom,Black,Winter,2019,Everyday / Streetwear,Nuke,Everyday / Streetwear
750444008,Women,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Winter,2019,Everyday / Streetwear,Slim cargo TVP RW,Everyday / Streetwear
399201031,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,Shaping Skinny H.W,Everyday / Streetwear
824299001,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,Amy Cord Skinny Slacks,Everyday / Streetwear
612912001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,AK Gin jeans,Everyday / Streetwear
538905011,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Queen Bee Jogger,Everyday / Streetwear
907188001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Summer,2019,Everyday / Streetwear,Bali PU,Everyday / Streetwear
606395033,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,Arjen or Trey,Everyday / Streetwear
724905003,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Spring,2019,Everyday / Streetwear,Girlfriend R.W.,Everyday / Streetwear
727180002,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,Mike Jogger pant,Everyday / Streetwear
599502002,Women,Garment Lower body,Trousers,Trousers,bottom,Beige,Fall,2019,Office / Formal,Kia Paperbag,Office / Formal
630084007,Men,Garment Lower body,Shorts,Shorts,bottom,Khaki green,Summer,2019,Everyday / Streetwear,Steven pull on,Everyday / Streetwear
540395009,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,360 Flex Slim,Everyday / Streetwear
756870005,Women,Garment Lower body,Skirt,Skirt,bottom,White,Fall,2019,Everyday / Streetwear,Skirt A-line Bella,Everyday / Streetwear
708726003,Women,Garment Lower body,Shorts,Shorts,bottom,Beige,Winter,2019,Everyday / Streetwear,EQ OZZY SHORTS,Everyday / Streetwear
682068009,Women,Garment Lower body,Trousers,Trousers,bottom,Red,Fall,2019,Everyday / Streetwear,Monica or Chandler Cord Trs,Everyday / Streetwear
663581013,Unisex,Garment Lower body,Shorts,Shorts,bottom,Mole,Summer,2019,Sportswear / Gym,Ramos shorts,Sportswear / Gym
738710001,Unisex,Garment Lower body,Trousers,Trousers,bottom,Grey,Fall,2019,Sportswear / Gym,Evelyn Trousers,Sportswear / Gym
730863007,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,Skinny Malcolm Zip Fly,Everyday / Streetwear
607732001,Women,Garment Lower body,Trousers,Trousers,bottom,White,Fall,2019,Everyday / Streetwear,Kendal trousers,Everyday / Streetwear
727754001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Everyday / Streetwear,Pernille biker legging RW,Everyday / Streetwear
786764001,Women,Garment Lower body,Skirt,Skirt,bottom,Beige,Fall,2019,Office / Formal,Garda,Office / Formal
558266002,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Vigga Basic pants,Everyday / Streetwear
305304019,Women,Garment Lower body,Shorts,Shorts,bottom,Black,Summer,2019,Everyday / Streetwear,Boy Denim Shorts,Everyday / Streetwear
565292029,Men,Garment Lower body,Shorts,Shorts,bottom,Beige,Summer,2019,Everyday / Streetwear,Jeff o/d pullon,Everyday / Streetwear
736672001,Women,Garment Lower body,Shorts,Shorts,bottom,undefined,Spring,2019,Everyday / Streetwear,Embrace Shorts,Everyday / Streetwear
636586006,Men,Garment Lower body,Trousers,Trousers,bottom,Beige,Fall,2019,Everyday / Streetwear,Jerry Jogger,Everyday / Streetwear
584729004,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Lilac Purple,Fall,2019,Everyday / Streetwear,MAMA-HAVANA tights,Everyday / Streetwear
189654001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Fall,2019,Everyday / Streetwear,Raven skirt,Everyday / Streetwear
665666009,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Spring,2019,Everyday / Streetwear,COBALT slim straight selvedge,Everyday / Streetwear
631785003,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Office / Formal,Newton skinny trs5,Office / Formal
608458001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Winter,2019,Everyday / Streetwear,Band leggings,Everyday / Streetwear
695263001,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,WM Dahlia RW wide full length,Everyday / Streetwear
598423001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Night Denim,Everyday / Streetwear
716654007,Men,Garment Lower body,Trousers,Trousers,bottom,Grey,Summer,2019,Everyday / Streetwear,Slim Straight Cropped Lowprice,Everyday / Streetwear
901281004,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Ibiza HW Woven Pull-on,Everyday / Streetwear
689165001,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,Vicky tapered HW,Everyday / Streetwear
590869003,Women,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Summer,2019,Everyday / Streetwear,Snake bite,Everyday / Streetwear
928228001,Women,Garment Lower body,Skirt,Skirt,bottom,Brown,Summer,2019,Everyday / Streetwear,Munchkin PU short skirt,Everyday / Streetwear
799365028,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Vintage Slim HW ankle consc.,Everyday / Streetwear
607286003,Men,Garment Lower body,Trousers,Trousers,bottom,Green,Fall,2019,Everyday / Streetwear,Skinny 5pkt Trash 2,Everyday / Streetwear
120129001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Everyday / Streetwear,Babette long,Everyday / Streetwear
752820001,Women,Garment Lower body,Shorts,Shorts,bottom,Brown,Summer,2019,Everyday / Streetwear,Sweet smock,Everyday / Streetwear
713618001,Men,Garment Lower body,Shorts,Shorts,bottom,Black,Summer,2019,Everyday / Streetwear,Boxx shorts,Everyday / Streetwear
780221001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Fall,2019,Everyday / Streetwear,DIV Charlie skirt,Everyday / Streetwear
829308001,Unisex,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Summer,2019,Sportswear / Gym,HAVANA HW cropped,Sportswear / Gym
875841001,Women,Garment Lower body,Skirt,Skirt,bottom,Blue,Winter,2019,Everyday / Streetwear,Paula,Everyday / Streetwear
509042001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Everyday / Streetwear,Minna PU pants,Everyday / Streetwear
719111003,Women,Garment Lower body,Skirt,Skirt,bottom,Blue,Fall,2019,Everyday / Streetwear,Riquel plisse skirt,Everyday / Streetwear
484644004,Unisex,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Grey,Winter,2019,Sportswear / Gym,FARIN tights,Sportswear / Gym
583039001,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,Sophie frill trousers,Everyday / Streetwear
665666015,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Office / Formal,COBALT slim straight selvedge,Office / Formal
761604001,Women,Garment Lower body,Trousers,Trousers,bottom,White,Fall,2019,Everyday / Streetwear,Lomita cord trousers RW,Everyday / Streetwear
574676001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Fall,2019,Everyday / Streetwear,Not your honey skirt,Everyday / Streetwear
772349005,Women,Garment Lower body,Shorts,Shorts,bottom,Lilac Purple,Summer,2019,Everyday / Streetwear,Glamping.(1),Everyday / Streetwear
805923009,Unisex,Garment Lower body,Trousers,Trousers,bottom,Grey,Winter,2019,Sportswear / Gym,SUPREME FANCY tights,Sportswear / Gym
721063006,Men,Garment Lower body,Shorts,Shorts,bottom,Blue,Summer,2019,Everyday / Streetwear,Shorts Straight Tani,Everyday / Streetwear
746073002,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Spring,2019,Everyday / Streetwear,Super Skinny H.W Star,Everyday / Streetwear
599721001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Winter,2019,Everyday / Streetwear,J Olga.,Everyday / Streetwear
849217002,Men,Garment Lower body,Shorts,Shorts,bottom,Black,Summer,2019,Everyday / Streetwear,Burton pullon,Everyday / Streetwear
638629002,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Office / Formal,Waler wide,Office / Formal
583534011,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,Bradley (1),Everyday / Streetwear
509700001,Women,Garment Lower body,Shorts,Shorts,bottom,Blue,Summer,2019,Everyday / Streetwear,Shorts Kelly Pkt flap,Everyday / Streetwear
764618002,Women,Garment Lower body,Skirt,Skirt,bottom,White,Spring,2019,Everyday / Streetwear,Westeros skirt,Everyday / Streetwear
564073002,Unisex,Garment Lower body,Shorts,Shorts,bottom,Grey,Fall,2019,Sportswear / Gym,GRETA Hotpant,Sportswear / Gym
700771001,Women,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Everyday / Streetwear,DIV Malin,Everyday / Streetwear
898596003,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,Skinny Ankle RW Brooklyn,Everyday / Streetwear
610349001,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,W Oliver trousers CNY,Everyday / Streetwear
728160001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Office / Formal,Mallorca Jogger,Office / Formal
708478005,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Becky softpant,Everyday / Streetwear
726209001,Men,Garment Lower body,Trousers,Trousers,bottom,Beige,Summer,2019,Everyday / Streetwear,CARBON thin cotton slacks,Everyday / Streetwear
505724006,Men,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Winter,2019,Everyday / Streetwear,Corban trousers,Everyday / Streetwear
707630002,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,SPORT Sorrento jogger,Everyday / Streetwear
884687001,Women,Garment Lower body,Trousers,Trousers,bottom,Green,Summer,2019,Everyday / Streetwear,Petite ED Lilja trouser,Everyday / Streetwear
674606051,Women,Garment Lower body,Skirt,Skirt,bottom,Blue,Spring,2019,Everyday / Streetwear,CHARLIE SKIRT S.2,Everyday / Streetwear
751390001,Women,Garment Lower body,Skirt,Skirt,bottom,Blue,Spring,2019,Everyday / Streetwear,Mary Skirt,Everyday / Streetwear
820549002,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,Bathilda HW Utility dnm,Everyday / Streetwear
905776003,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,PETITE Jade HW dnm TRS,Everyday / Streetwear
858692005,Women,Garment Lower body,Shorts,Shorts,bottom,Lilac Purple,Summer,2019,Everyday / Streetwear,AK Mai shorts HW,Everyday / Streetwear
738206001,Unisex,Garment Lower body,Trousers,Trousers,bottom,Grey,Winter,2019,Sportswear / Gym,BB Jacob trs,Sportswear / Gym
580050001,Unisex,Garment Lower body,Trousers,Trousers,bottom,Grey,Winter,2019,Sportswear / Gym,Ivan Tights,Sportswear / Gym
753112006,Men,Garment Lower body,Trousers,Trousers,bottom,Blue,Summer,2019,Everyday / Streetwear,Slim Super Soft Premiumprice,Everyday / Streetwear
411758008,Men,Garment Lower body,Trousers,Trousers,bottom,White,Winter,2019,Everyday / Streetwear,Jonas slim 5 pkt,Everyday / Streetwear
621381009,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,Jade Trash HW Skinny Denim TRS,Everyday / Streetwear
539723026,Women,Garment Lower body,Trousers,Trousers,bottom,Khaki green,Fall,2019,Everyday / Streetwear,Jade Denim TRS,Everyday / Streetwear
903992004,Women,Garment Lower body,Skirt,Skirt,bottom,Grey,Summer,2019,Everyday / Streetwear,Paula denim,Everyday / Streetwear
545963001,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Summer,2019,Everyday / Streetwear,Tomar short frill skirt,Everyday / Streetwear
659373002,Men,Garment Lower body,Shorts,Shorts,bottom,Grey,Winter,2019,Everyday / Streetwear,Snap shorts,Everyday / Streetwear
682068008,Women,Garment Lower body,Trousers,Trousers,bottom,Beige,Fall,2019,Everyday / Streetwear,Monica or Chandler Cord Trs,Everyday / Streetwear
734537001,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Winter,2019,Everyday / Streetwear,PE GARLAND TROUSER SOLID,Everyday / Streetwear
544627005,Women,Garment Lower body,Skirt,Skirt,bottom,Pink,Spring,2019,Office / Formal,Shake,Office / Formal
691463001,Women,Garment Lower body,Shorts,Shorts,bottom,Blue,Spring,2019,Everyday / Streetwear,Shorts classic,Everyday / Streetwear
774117001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,PQ EVIAN SILK TROUSERS,Everyday / Streetwear
730566005,Women,Garment Lower body,Trousers,Trousers,bottom,Beige,Summer,2019,Everyday / Streetwear,Vacation HW wide cropped,Everyday / Streetwear
784245009,Men,Garment Lower body,Trousers,Trousers,bottom,Beige,Summer,2019,Everyday / Streetwear,Michael Joggers 24.99:-,Everyday / Streetwear
690449013,Men,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Skinny 5pkt,Everyday / Streetwear
467297004,Men,Garment Lower body,Trousers,Trousers,bottom,Beige,Fall,2019,Everyday / Streetwear,Ole Cargo,Everyday / Streetwear
807792003,Women,Garment Lower body,Trousers,Trousers,bottom,Grey,Winter,2019,Everyday / Streetwear,Sander HW tapered trousers,Everyday / Streetwear
254940026,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Elsa high waist,Everyday / Streetwear
720125017,Unisex,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Fall,2019,Sportswear / Gym,SUPREME RW tights,Sportswear / Gym
861767001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Summer,2019,Everyday / Streetwear,Pluto tencel,Everyday / Streetwear
669030003,Women,Garment Lower body,Skirt,Skirt,bottom,Black,Fall,2019,Everyday / Streetwear,Happy skirt,Everyday / Streetwear
648254002,Women,Garment Lower body,Skirt,Skirt,bottom,White,Fall,2019,Everyday / Streetwear,Bobby,Everyday / Streetwear
613517001,Women,Garment Lower body,Trousers,Trousers,bottom,Black,Fall,2019,Everyday / Streetwear,Palma TRS,Everyday / Streetwear
794320006,Unisex,Garment Lower body,Leggings/Tights,Leggings/Tights,bottom,Black,Spring,2019,Sportswear / Gym,STRONG seamless HW tights,Sportswear / Gym
399201018,Women,Garment Lower body,Trousers,Trousers,bottom,Blue,Fall,2019,Everyday / Streetwear,Skinny Shaping H.W,Everyday / Streetwear
